s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANE,MLR_PRODUCTS,ZONE_1
 8.4960350E+001, 7.4984711E+002, 0.0000000E+000,-4.5604112E+002,-8.3412637E-002,-2.5571033E+002,-7.3504226E-002, 1.9009162E+001, 0.0000000E+000, 6.4167928E+001, 5.6947903E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0109849E+005
 8.5142075E+001, 6.4543207E+002, 0.0000000E+000,-4.3792861E+002,-8.4374561E-002,-2.5550324E+002,-7.3460985E-002,-1.2678397E+001, 0.0000000E+000,-5.7557845E+001,-6.0836016E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0106184E+005
 8.5330170E+001, 7.0471627E+002, 0.0000000E+000,-4.5438983E+002,-8.4862240E-002,-2.5511399E+002,-7.3414815E-002,-1.7726873E+000, 0.0000000E+000,-1.0583095E+001,-6.7185180E+000, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0105453E+005
 8.5504539E+001, 7.0705595E+002, 0.0000000E+000,-4.6032128E+002,-8.3911035E-002,-2.5456670E+002,-7.3256689E-002,-7.8886934E-001, 0.0000000E+000,-5.7614122E+000,-8.7780586E+000, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0105363E+005
 8.5682724E+001, 6.7799861E+002, 0.0000000E+000,-4.5901505E+002,-8.5525392E-002,-2.5480470E+002,-7.3129367E-002,-1.2828349E+001, 0.0000000E+000,-4.7955866E+001,-4.8808142E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0101593E+005
 8.5867340E+001, 6.7622003E+002, 0.0000000E+000,-4.5302716E+002,-8.5533385E-002,-2.5518914E+002,-7.3248749E-002,-9.6841556E+000, 0.0000000E+000,-4.2210199E+001,-4.1839211E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0098592E+005
 8.6045624E+001, 6.9808464E+002, 0.0000000E+000,-4.5419329E+002,-8.4808754E-002,-2.5441754E+002,-7.2822282E-002,-3.4469107E+000, 0.0000000E+000,-1.7767024E+001,-1.4130724E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0097439E+005
 8.6222786E+001, 7.2019836E+002, 0.0000000E+000,-4.6254260E+002,-8.5068429E-002,-2.5543381E+002,-7.3204794E-002, 1.9040330E+000, 0.0000000E+000, 5.4022013E+000, 3.9676998E+000, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0098065E+005
 8.6406120E+001, 6.7894839E+002, 0.0000000E+000,-4.5478968E+002,-8.4222100E-002,-2.5713874E+002,-7.2255714E-002,-9.1366716E+000, 0.0000000E+000,-3.9070480E+001,-4.2273172E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0095382E+005
 8.6589508E+001, 6.7087377E+002, 0.0000000E+000,-4.4986610E+002,-8.4498290E-002,-2.5822589E+002,-7.2079588E-002,-1.1674502E+001, 0.0000000E+000,-5.0144430E+001,-4.9049290E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0091763E+005
 8.6770737E+001, 6.9709925E+002, 0.0000000E+000,-4.5721933E+002,-8.4989623E-002,-2.5976078E+002,-7.2802745E-002,-6.1081276E+000, 0.0000000E+000,-2.8251456E+001,-2.6146780E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0089839E+005
 8.6949921E+001, 7.5890113E+002, 0.0000000E+000,-4.6596054E+002,-8.4757843E-002,-2.6015713E+002,-7.3591582E-002, 1.2146547E+001, 0.0000000E+000, 3.8947419E+001, 4.4771648E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0093234E+005
 8.7124313E+001, 7.5806781E+002, 0.0000000E+000,-4.6455336E+002,-8.6343390E-002,-2.5969815E+002,-7.3391081E-002, 1.6757189E+001, 0.0000000E+000, 5.6330947E+001, 5.0413755E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0098347E+005
 8.7300423E+001, 6.6883011E+002, 0.0000000E+000,-4.4065790E+002,-8.3138120E-002,-2.5873851E+002,-7.3163184E-002,-4.3040254E+000, 0.0000000E+000,-3.4939870E+001,-3.5026622E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0097119E+005
 8.7483879E+001, 6.7586272E+002, 0.0000000E+000,-4.4432554E+002,-8.3979861E-002,-2.5738825E+002,-7.3190788E-002,-6.6159590E+000, 0.0000000E+000,-3.3100713E+001,-3.2624199E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0095111E+005
 8.7664406E+001, 6.9376349E+002, 0.0000000E+000,-4.5421384E+002,-8.4219469E-002,-2.5662084E+002,-7.3922848E-002,-5.6767855E+000, 0.0000000E+000,-2.3009768E+001,-2.2906116E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0093403E+005
 8.7847176E+001, 6.9409343E+002, 0.0000000E+000,-4.5458064E+002,-8.3448938E-002,-2.5633545E+002,-7.4101508E-002,-6.3028571E+000, 0.0000000E+000,-2.4282036E+001,-2.3283068E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0091445E+005
 8.8020432E+001, 7.1182427E+002, 0.0000000E+000,-4.5167577E+002,-8.5194833E-002,-2.5731122E+002,-7.3972454E-002, 1.6991152E+000, 0.0000000E+000, 2.4332215E+000, 4.3772264E+000, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0091858E+005
 8.8209465E+001, 7.1108843E+002, 0.0000000E+000,-4.5206977E+002,-8.5813942E-002,-2.5791277E+002,-7.3458019E-002, 2.0954709E+000, 0.0000000E+000, 3.5402579E+000, 3.0420850E+000, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0092549E+005
 8.8388489E+001, 7.0360914E+002, 0.0000000E+000,-4.5091637E+002,-8.3979280E-002,-2.5797413E+002,-7.4554945E-002, 9.6177601E-001, 0.0000000E+000,-3.4082885E+000,-4.4781098E+000, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0092891E+005
 8.8570084E+001, 6.8861097E+002, 0.0000000E+000,-4.4798615E+002,-8.3544242E-002,-2.5844347E+002,-7.4514688E-002,-3.3276612E+000, 0.0000000E+000,-2.2114472E+001,-2.1304377E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0091850E+005
 8.8745102E+001, 6.9391334E+002, 0.0000000E+000,-4.4843479E+002,-8.4106784E-002,-2.5784307E+002,-7.3897571E-002,-3.0383022E+000, 0.0000000E+000,-1.4339225E+001,-1.5560815E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0091039E+005
 8.8928505E+001, 6.8785674E+002, 0.0000000E+000,-4.4762271E+002,-8.3613622E-002,-2.5734399E+002,-7.3392456E-002,-6.4974817E+000, 0.0000000E+000,-2.6237085E+001,-2.3764449E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0088962E+005
 8.9100365E+001, 7.1863616E+002, 0.0000000E+000,-4.4977749E+002,-8.4265560E-002,-2.5658416E+002,-7.3873367E-002, 5.7890652E+000, 0.0000000E+000, 1.8173300E+001, 1.7905440E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0090611E+005
 8.9282974E+001, 6.4906754E+002, 0.0000000E+000,-4.3274220E+002,-8.4088056E-002,-2.5657771E+002,-7.3113982E-002,-9.3490440E+000, 0.0000000E+000,-4.7295809E+001,-4.9758605E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0087880E+005
 8.9465584E+001, 6.7087829E+002, 0.0000000E+000,-4.3939371E+002,-8.5057918E-002,-2.5793156E+002,-7.2930519E-002,-9.3175296E+000, 0.0000000E+000,-3.8117228E+001,-3.5922505E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0084980E+005
 8.9643898E+001, 7.0006721E+002, 0.0000000E+000,-4.5212189E+002,-8.6942002E-002,-2.5917216E+002,-7.3111347E-002,-4.3053418E+000, 0.0000000E+000,-1.7212633E+001,-1.5692238E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0083668E+005
 8.9821991E+001, 7.3110822E+002, 0.0000000E+000,-4.4986445E+002,-8.4245979E-002,-2.5722729E+002,-7.3097262E-002, 8.7912066E+000, 0.0000000E+000, 2.8431139E+001, 3.2650345E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0086056E+005
 9.0000885E+001, 7.3137304E+002, 0.0000000E+000,-4.3966943E+002,-8.4408847E-002,-2.5507405E+002,-7.3021382E-002, 1.7356443E+001, 0.0000000E+000, 5.7816321E+001, 5.3828575E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0091353E+005
 9.0184669E+001, 6.7179043E+002, 0.0000000E+000,-4.3388806E+002,-8.4136785E-002,-2.5524382E+002,-7.3134961E-002,-3.6528730E+000, 0.0000000E+000,-2.0213278E+001,-2.1151594E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0090300E+005
 9.0364525E+001, 7.2711446E+002, 0.0000000E+000,-4.5127106E+002,-8.4907676E-002,-2.5538063E+002,-7.3612824E-002, 8.0163072E+000, 0.0000000E+000, 2.5038282E+001, 2.8320562E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0092570E+005
 9.0542183E+001, 7.3626796E+002, 0.0000000E+000,-4.4926213E+002,-8.4436155E-002,-2.5375902E+002,-7.3691783E-002, 1.6594021E+001, 0.0000000E+000, 4.8856082E+001, 4.9682702E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0097428E+005
 9.0724586E+001, 7.2815484E+002, 0.0000000E+000,-4.4068106E+002,-8.4131318E-002,-2.5142816E+002,-7.4049080E-002, 1.7458733E+001, 0.0000000E+000, 5.5102611E+001, 5.3346177E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0102842E+005
 9.0910576E+001, 6.8998193E+002, 0.0000000E+000,-4.3835546E+002,-8.5055664E-002,-2.5145369E+002,-7.3848445E-002, 3.3961075E+000, 0.0000000E+000, 5.5194429E+000, 3.4099809E+000, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0103989E+005
 9.1089691E+001, 6.7465769E+002, 0.0000000E+000,-4.3958783E+002,-8.3699499E-002,-2.5111217E+002,-7.3811791E-002,-3.4125822E+000, 0.0000000E+000,-1.7853360E+001,-1.9612402E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0103051E+005
 9.1269630E+001, 6.7398204E+002, 0.0000000E+000,-4.3771452E+002,-8.2336417E-002,-2.4896599E+002,-7.3875592E-002,-4.1353811E+000, 0.0000000E+000,-1.8563494E+001,-1.6990070E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0101742E+005
 9.1449181E+001, 6.8873361E+002, 0.0000000E+000,-4.4006759E+002,-8.4330445E-002,-2.4938853E+002,-7.4024353E-002, 1.5004536E+000, 0.0000000E+000,-1.2994270E+000, 6.1959314E-001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0102099E+005
 9.1630623E+001, 7.0595367E+002, 0.0000000E+000,-4.3841535E+002,-8.4724014E-002,-2.4889967E+002,-7.4118605E-002, 8.5065970E+000, 0.0000000E+000, 2.5343730E+001, 2.6986406E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0104639E+005
 9.1811234E+001, 7.1157035E+002, 0.0000000E+000,-4.3897546E+002,-8.2847484E-002,-2.4697270E+002,-7.3435997E-002, 1.0571579E+001, 0.0000000E+000, 3.4859665E+001, 3.6037487E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0107776E+005
 9.1982445E+001, 7.4747270E+002, 0.0000000E+000,-4.4135409E+002,-8.2428815E-002,-2.4559247E+002,-7.3823715E-002, 2.1961951E+001, 0.0000000E+000, 8.1073641E+001, 8.2331846E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0113995E+005
 9.2163422E+001, 7.1734388E+002, 0.0000000E+000,-4.3600671E+002,-8.3843975E-002,-2.4615226E+002,-7.3869691E-002, 1.5809651E+001, 0.0000000E+000, 5.4936787E+001, 5.0836846E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0118934E+005
 9.2345284E+001, 6.3054941E+002, 0.0000000E+000,-4.2848428E+002,-8.2759318E-002,-2.4794437E+002,-7.3429768E-002,-1.3214601E+001, 0.0000000E+000,-5.3981105E+001,-5.9250035E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0115182E+005
 9.2522385E+001, 6.6064713E+002, 0.0000000E+000,-4.3680808E+002,-8.4460648E-002,-2.4902427E+002,-7.3717903E-002,-9.6911802E+000, 0.0000000E+000,-3.9901386E+001,-3.5034572E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0112121E+005
 9.2706772E+001, 7.1269114E+002, 0.0000000E+000,-4.4496090E+002,-8.6120611E-002,-2.4845118E+002,-7.3861269E-002, 6.6004354E+000, 0.0000000E+000, 2.2087129E+001, 2.5719507E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0113998E+005
 9.2882812E+001, 7.3770055E+002, 0.0000000E+000,-4.4310707E+002,-8.3635564E-002,-2.4721439E+002,-7.3882052E-002, 1.8306190E+001, 0.0000000E+000, 6.4692550E+001, 6.5527761E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0119331E+005
 9.3068130E+001, 6.9914989E+002, 0.0000000E+000,-4.3094399E+002,-8.4817942E-002,-2.4678681E+002,-7.3162106E-002, 1.0142469E+001, 0.0000000E+000, 3.2867416E+001, 3.1403583E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0122548E+005
 9.3241455E+001, 6.8626794E+002, 0.0000000E+000,-4.2970431E+002,-8.5281078E-002,-2.4804022E+002,-7.3490121E-002, 6.4606245E+000, 0.0000000E+000, 1.6008602E+001, 1.4825265E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0124475E+005
 9.3424919E+001, 6.7326302E+002, 0.0000000E+000,-4.3622209E+002,-8.4154903E-002,-2.4714578E+002,-7.3037201E-002,-1.7017615E+000, 0.0000000E+000,-1.0495456E+001,-1.1963805E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0124034E+005
 9.3604622E+001, 6.9695814E+002, 0.0000000E+000,-4.3844538E+002,-8.4607566E-002,-2.4533710E+002,-7.3333259E-002, 3.8021372E+000, 0.0000000E+000, 1.3828347E+001, 1.6819860E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0125039E+005
 9.3787735E+001, 7.1183322E+002, 0.0000000E+000,-4.3761946E+002,-8.4667015E-002,-2.4529249E+002,-7.3306238E-002, 9.3542374E+000, 0.0000000E+000, 3.6261888E+001, 3.8117534E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0127830E+005
 9.3970978E+001, 7.0397112E+002, 0.0000000E+000,-4.3822434E+002,-8.5287298E-002,-2.4794706E+002,-7.3400090E-002, 6.7304954E+000, 0.0000000E+000, 2.5678049E+001, 2.4371530E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0129939E+005
 9.4146347E+001, 6.8850048E+002, 0.0000000E+000,-4.3487485E+002,-8.5084614E-002,-2.4925044E+002,-7.3132895E-002, 2.9856584E+000, 0.0000000E+000, 7.9346497E+000, 7.2026340E+000, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0130843E+005
 9.4330482E+001, 7.0752185E+002, 0.0000000E+000,-4.3728821E+002,-8.4628811E-002,-2.4991742E+002,-7.3191844E-002, 8.0062732E+000, 0.0000000E+000, 2.8355686E+001, 2.8164668E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0133307E+005
 9.4504288E+001, 6.8231961E+002, 0.0000000E+000,-4.3691023E+002,-8.4742373E-002,-2.5058080E+002,-7.2908536E-002,-4.4804168E-001, 0.0000000E+000,-4.2226010E+000,-5.7771099E+000, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0133244E+005
 9.4683022E+001, 6.6789005E+002, 0.0000000E+000,-4.3517691E+002,-8.4104860E-002,-2.5050545E+002,-7.2699740E-002,-5.6957412E+000, 0.0000000E+000,-2.4321780E+001,-2.3644865E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0131517E+005
 9.4863441E+001, 6.9900496E+002, 0.0000000E+000,-4.3921479E+002,-8.3559704E-002,-2.5084054E+002,-7.2365363E-002, 4.4411101E+000, 0.0000000E+000, 1.1959841E+001, 1.3234808E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0132776E+005
 9.5044983E+001, 7.1569533E+002, 0.0000000E+000,-4.3790752E+002,-8.5832856E-002,-2.5011006E+002,-7.3247268E-002, 1.1207892E+001, 0.0000000E+000, 3.7461667E+001, 3.8726565E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0136133E+005
 9.5221115E+001, 7.2453091E+002, 0.0000000E+000,-4.4284125E+002,-8.4577776E-002,-2.4993695E+002,-7.3241678E-002, 1.2876305E+001, 0.0000000E+000, 4.2403174E+001, 4.4471190E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0139841E+005
 9.5412132E+001, 7.3317719E+002, 0.0000000E+000,-4.4420981E+002,-8.6866548E-002,-2.4851014E+002,-7.3335497E-002, 1.6767888E+001, 0.0000000E+000, 5.8078689E+001, 5.7064927E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0145252E+005
 9.5587311E+001, 6.9615403E+002, 0.0000000E+000,-4.3410206E+002,-8.5737360E-002,-2.4621613E+002,-7.3168670E-002, 8.2426757E+000, 0.0000000E+000, 2.6302187E+001, 2.3919613E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0147769E+005
 9.5765533E+001, 6.4720230E+002, 0.0000000E+000,-4.2605616E+002,-8.4376971E-002,-2.4471043E+002,-7.3189650E-002,-5.2586395E+000, 0.0000000E+000,-2.7986733E+001,-2.8980494E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0146267E+005
 9.5950684E+001, 6.6955086E+002, 0.0000000E+000,-4.3934800E+002,-8.3897017E-002,-2.4512701E+002,-7.3272854E-002,-6.2065074E+000, 0.0000000E+000,-2.3724791E+001,-2.1287832E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0144271E+005
 9.6130394E+001, 7.0871566E+002, 0.0000000E+000,-4.4816558E+002,-8.5343866E-002,-2.4559038E+002,-7.3712497E-002, 3.3354085E+000, 0.0000000E+000, 1.5794301E+001, 1.8136048E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0145178E+005
 9.6304588E+001, 7.4733775E+002, 0.0000000E+000,-4.4795850E+002,-8.5544842E-002,-2.4684125E+002,-7.3704793E-002, 1.6750887E+001, 0.0000000E+000, 6.5689672E+001, 6.9129635E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0149914E+005
 9.6483177E+001, 7.0032212E+002, 0.0000000E+000,-4.3915663E+002,-8.5114998E-002,-2.4795621E+002,-7.2520425E-002, 8.0354099E+000, 0.0000000E+000, 2.7783908E+001, 2.1087052E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0152569E+005
 9.6668922E+001, 6.8345506E+002, 0.0000000E+000,-4.3256913E+002,-8.3685105E-002,-2.4898109E+002,-7.2810984E-002, 1.4120119E+000, 0.0000000E+000, 1.5291743E+000, 3.1603508E+000, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0152936E+005
 9.6850197E+001, 6.7669711E+002, 0.0000000E+000,-4.4001235E+002,-8.4442838E-002,-2.5119725E+002,-7.2914727E-002,-2.5019145E+000, 0.0000000E+000,-1.5271431E+001,-1.7171770E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0152272E+005
 9.7025719E+001, 6.9565238E+002, 0.0000000E+000,-4.4789676E+002,-8.4056475E-002,-2.5179388E+002,-7.3784879E-002,-3.1548561E+000, 0.0000000E+000,-9.2906175E+000,-7.3509553E+000, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0151269E+005
 9.7203003E+001, 7.3991972E+002, 0.0000000E+000,-4.5081161E+002,-8.4049748E-002,-2.5151110E+002,-7.3715038E-002, 1.2909344E+001, 0.0000000E+000, 4.7186966E+001, 5.0348593E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0154924E+005
 9.7389839E+001, 7.3095194E+002, 0.0000000E+000,-4.4502464E+002,-8.4999413E-002,-2.5166299E+002,-7.3696007E-002, 1.5972801E+001, 0.0000000E+000, 5.5585616E+001, 5.0078418E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0160128E+005
 9.7565002E+001, 6.3791024E+002, 0.0000000E+000,-4.2931013E+002,-8.3871869E-002,-2.5106932E+002,-7.3072820E-002,-1.0934648E+001, 0.0000000E+000,-5.1755644E+001,-5.3560800E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0157041E+005
 9.7743828E+001, 6.6514134E+002, 0.0000000E+000,-4.4104867E+002,-8.5649455E-002,-2.5080035E+002,-7.3158512E-002,-9.7008728E+000, 0.0000000E+000,-3.8742801E+001,-3.6567365E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0154066E+005
 9.7923073E+001, 7.0380119E+002, 0.0000000E+000,-4.5049324E+002,-8.6431973E-002,-2.5018629E+002,-7.2689560E-002,-1.4940916E-001, 0.0000000E+000, 2.6777222E+000, 2.8131319E+000, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0154016E+005
 9.8107086E+001, 7.1136676E+002, 0.0000000E+000,-4.4844877E+002,-8.3957283E-002,-2.5115802E+002,-7.3527702E-002, 2.6539917E+000, 0.0000000E+000, 9.1934461E+000, 1.4256468E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0154617E+005
 9.8284378E+001, 7.6022200E+002, 0.0000000E+000,-4.5352066E+002,-8.5784374E-002,-2.5140149E+002,-7.3528180E-002, 2.0579194E+001, 0.0000000E+000, 7.6838494E+001, 7.5719731E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0160730E+005
 9.8469536E+001, 7.0530280E+002, 0.0000000E+000,-4.4314541E+002,-8.4832696E-002,-2.5256649E+002,-7.3299460E-002, 7.7065071E+000, 0.0000000E+000, 2.0759954E+001, 1.7139271E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0163272E+005
 9.8647751E+001, 6.5600096E+002, 0.0000000E+000,-4.4156897E+002,-8.4364202E-002,-2.5280010E+002,-7.2625113E-002,-1.0578999E+001, 0.0000000E+000,-4.8794478E+001,-4.9104096E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0160183E+005
 9.8829910E+001, 6.9320887E+002, 0.0000000E+000,-4.4787676E+002,-8.4414893E-002,-2.5058961E+002,-7.3546416E-002,-6.2841535E-001, 0.0000000E+000,-9.2056031E+000,-6.0438691E+000, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0159868E+005
 9.9002007E+001, 7.0509752E+002, 0.0000000E+000,-4.4304448E+002,-8.3427650E-002,-2.4808302E+002,-7.3766473E-002, 6.4491764E+000, 0.0000000E+000, 1.7956325E+001, 2.0262004E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0161626E+005
 9.9182365E+001, 7.2889092E+002, 0.0000000E+000,-4.4903260E+002,-8.6183648E-002,-2.4621330E+002,-7.3050958E-002, 1.2306719E+001, 0.0000000E+000, 4.8414231E+001, 4.5792513E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0165421E+005
 9.9368225E+001, 6.5827741E+002, 0.0000000E+000,-4.3876415E+002,-8.2855384E-002,-2.4651658E+002,-7.3701864E-002,-8.4588429E+000, 0.0000000E+000,-3.2728903E+001,-3.5618715E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0162934E+005
 9.9548500E+001, 6.9620668E+002, 0.0000000E+000,-4.4573176E+002,-8.4545711E-002,-2.4941339E+002,-7.3460815E-002,-9.6258074E-001, 0.0000000E+000,-4.4287594E+000,-5.9061732E-002, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0162461E+005
 9.9728325E+001, 7.6041635E+002, 0.0000000E+000,-4.5742357E+002,-8.3781468E-002,-2.5165738E+002,-7.3976174E-002, 1.9196159E+001, 0.0000000E+000, 6.5861720E+001, 7.0373803E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0168023E+005
 9.9907242E+001, 7.2190700E+002, 0.0000000E+000,-4.4791461E+002,-8.4242776E-002,-2.5159837E+002,-7.3711306E-002, 1.3495869E+001, 0.0000000E+000, 4.0880058E+001, 3.5731930E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0172287E+005
 1.0008267E+002, 6.6562200E+002, 0.0000000E+000,-4.4351946E+002,-8.3790004E-002,-2.5148921E+002,-7.3302563E-002,-7.9878070E+000, 0.0000000E+000,-3.3025213E+001,-3.7531575E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0170153E+005
 1.0027027E+002, 6.6527544E+002, 0.0000000E+000,-4.4773289E+002,-8.5089379E-002,-2.5140980E+002,-7.2936863E-002,-1.2705239E+001, 0.0000000E+000,-4.9477835E+001,-4.6730515E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0166050E+005
 1.0044043E+002, 7.2553628E+002, 0.0000000E+000,-4.5464524E+002,-8.6969782E-002,-2.5133185E+002,-7.3182905E-002, 6.6132549E+000, 0.0000000E+000, 2.2184322E+001, 2.6012296E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0167768E+005
 1.0062894E+002, 7.0043336E+002, 0.0000000E+000,-4.5066111E+002,-8.5761448E-002,-2.5128104E+002,-7.2363932E-002, 3.5922248E+000, 0.0000000E+000, 6.5378378E+000, 1.9253096E+000, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0169090E+005
 1.0080431E+002, 6.6143058E+002, 0.0000000E+000,-4.4249432E+002,-8.3902955E-002,-2.5045121E+002,-7.3001995E-002,-9.7968428E+000, 0.0000000E+000,-4.2998199E+001,-4.1468696E+001, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0166202E+005
 1.0098495E+002, 7.1510225E+002, 0.0000000E+000,-4.6010832E+002,-8.4921335E-002,-2.5116889E+002,-7.3120335E-002,-1.4958819E+000, 0.0000000E+000,-5.2072710E-002, 2.1711213E+000, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0165681E+005
 1.0117031E+002, 7.1851132E+002, 0.0000000E+000,-4.6251041E+002,-8.4858957E-002,-2.5225820E+002,-7.2693829E-002, 2.6716730E+000, 0.0000000E+000, 7.1813137E+000, 6.2568342E+000, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0166499E+005
 1.0135045E+002, 6.9646891E+002, 0.0000000E+000,-4.4775995E+002,-8.3926606E-002,-2.5234937E+002,-7.3054515E-002, 1.8942254E-001, 0.0000000E+000,-2.4741641E+000,-3.6079724E+000, 0.0000000E+000, 1.4229203E-002, 0.0000000E+000, 1.0166619E+005
