s,C,mol/mol,mol/mol
Time,"TEMP_KITCHEN","O2_KITCHEN","CO_KITCHEN"
 1.2421083E+002, 5.4192013E+002, 9.1154262E-002, 1.5248466E-003
 1.2438127E+002, 5.2200337E+002, 9.3546606E-002, 1.4932767E-003
 1.2456710E+002, 4.1583998E+002, 1.0645228E-001, 1.3245168E-003
 1.2474683E+002, 5.1365345E+002, 9.5528989E-002, 1.4670509E-003
 1.2492655E+002, 6.5181922E+002, 7.8585802E-002, 1.6881417E-003
 1.2510361E+002, 4.7810805E+002, 1.0042405E-001, 1.4033367E-003
 1.2528654E+002, 3.5143779E+002, 1.1382512E-001, 1.2280862E-003
 1.2546539E+002, 3.1117171E+002, 1.1770136E-001, 1.1773409E-003
 1.2565189E+002, 2.9158715E+002, 1.1881339E-001, 1.1627740E-003
 1.2582132E+002, 2.9133634E+002, 1.1853837E-001, 1.1663689E-003
 1.2600095E+002, 7.6437600E+002, 6.6210257E-002, 1.8493037E-003
 1.2619081E+002, 5.7030126E+002, 8.9840075E-002, 1.5415897E-003
 1.2636322E+002, 3.8049377E+002, 1.0966282E-001, 1.2826121E-003
 1.2654795E+002, 3.2454053E+002, 1.1469294E-001, 1.2167567E-003
 1.2672063E+002, 3.1174594E+002, 1.1579650E-001, 1.2022955E-003
 1.2690962E+002, 2.8381586E+002, 1.1720721E-001, 1.1838196E-003
 1.2709224E+002, 2.7535039E+002, 1.1741309E-001, 1.1811232E-003
 1.2726511E+002, 2.7521574E+002, 1.1717493E-001, 1.1842421E-003
 1.2744678E+002, 2.7299589E+002, 1.1687626E-001, 1.1881561E-003
 1.2762844E+002, 2.6948356E+002, 1.1665957E-001, 1.1909962E-003
 1.2781037E+002, 2.7066300E+002, 1.1660837E-001, 1.1916670E-003
 1.2798283E+002, 2.7299306E+002, 1.1695251E-001, 1.1871580E-003
 1.2816145E+002, 2.7508030E+002, 1.1737640E-001, 1.1816041E-003
 1.2835115E+002, 2.7689427E+002, 1.1705393E-001, 1.1858292E-003
 1.2852443E+002, 2.7574067E+002, 1.1605005E-001, 1.1989785E-003
 1.2870471E+002, 4.4042054E+002, 9.7847365E-002, 1.4351372E-003
 1.2889074E+002, 4.5451670E+002, 9.7595140E-002, 1.4401450E-003
 1.2906367E+002, 3.2051623E+002, 1.1128909E-001, 1.2613397E-003
 1.2924121E+002, 2.9076900E+002, 1.1491469E-001, 1.2138553E-003
 1.2943143E+002, 2.9378424E+002, 1.1505358E-001, 1.2120160E-003
 1.2960897E+002, 3.0381327E+002, 1.1430642E-001, 1.2217056E-003
 1.2978651E+002, 7.2119036E+002, 6.8774213E-002, 1.8135962E-003
 1.2996974E+002, 3.7962041E+002, 1.0808506E-001, 1.3032202E-003
 1.3014467E+002, 3.4793844E+002, 1.1145886E-001, 1.2590691E-003
 1.3032429E+002, 2.9214316E+002, 1.1544172E-001, 1.2069368E-003
 1.3050537E+002, 2.8669354E+002, 1.1489539E-001, 1.2141023E-003
 1.3068822E+002, 2.8841745E+002, 1.1397664E-001, 1.2261411E-003
 1.3086868E+002, 2.7971967E+002, 1.1400207E-001, 1.2258150E-003
 1.3104656E+002, 2.7709408E+002, 1.1424206E-001, 1.2226712E-003
 1.3122315E+002, 2.7551677E+002, 1.1465706E-001, 1.2172333E-003
 1.3141010E+002, 2.8122338E+002, 1.1465604E-001, 1.2172440E-003
 1.3158122E+002, 2.7822430E+002, 1.1538964E-001, 1.2076349E-003
 1.3176602E+002, 3.0469320E+002, 1.1354140E-001, 1.2318422E-003
 1.3194169E+002, 3.0953004E+002, 1.1196050E-001, 1.2525467E-003
 1.3212992E+002, 2.8056493E+002, 1.1461937E-001, 1.2177245E-003
 1.3230560E+002, 2.8848351E+002, 1.1427226E-001, 1.2222751E-003
 1.3248127E+002, 2.9723036E+002, 1.1293653E-001, 1.2397750E-003
 1.3266824E+002, 2.7234914E+002, 1.1469851E-001, 1.2166899E-003
 1.3285036E+002, 3.0826209E+002, 1.1156156E-001, 1.2577919E-003
 1.3302734E+002, 2.9526364E+002, 1.1233769E-001, 1.2476214E-003
 1.3320217E+002, 3.0840466E+002, 1.1065315E-001, 1.2696161E-003
 1.3339109E+002, 3.0207962E+002, 1.1061303E-001, 1.2701309E-003
 1.3356194E+002, 2.6887142E+002, 1.1364597E-001, 1.2304671E-003
 1.3374094E+002, 2.6449077E+002, 1.1404363E-001, 1.2252672E-003
 1.3392407E+002, 2.6222636E+002, 1.1389505E-001, 1.2272172E-003
 1.3410937E+002, 2.5978300E+002, 1.1383988E-001, 1.2279407E-003
 1.3429152E+002, 2.5821386E+002, 1.1380602E-001, 1.2283845E-003
 1.3446156E+002, 2.5718173E+002, 1.1367000E-001, 1.2301667E-003
 1.3464400E+002, 2.5641359E+002, 1.1350509E-001, 1.2323275E-003
 1.3484063E+002, 2.5770061E+002, 1.1327883E-001, 1.2352920E-003
 1.3501901E+002, 2.6253473E+002, 1.1303635E-001, 1.2384691E-003
 1.3520409E+002, 2.6669230E+002, 1.1291131E-001, 1.2401073E-003
 1.3537319E+002, 2.6870412E+002, 1.1254176E-001, 1.2449494E-003
 1.3556476E+002, 2.6904599E+002, 1.1171366E-001, 1.2557992E-003
 1.3573999E+002, 2.6829501E+002, 1.1101578E-001, 1.2649428E-003
 1.3591523E+002, 2.6824294E+002, 1.1095157E-001, 1.2657839E-003
 1.3609983E+002, 2.6825744E+002, 1.1120493E-001, 1.2624644E-003
 1.3626809E+002, 2.6803220E+002, 1.1139511E-001, 1.2599726E-003
 1.3646551E+002, 2.6751039E+002, 1.1132033E-001, 1.2609522E-003
 1.3663518E+002, 2.6687701E+002, 1.1107586E-001, 1.2641552E-003
 1.3680484E+002, 2.6626181E+002, 1.1092725E-001, 1.2661022E-003
 1.3698129E+002, 2.6565853E+002, 1.1087381E-001, 1.2668021E-003
 1.3716792E+002, 2.6491269E+002, 1.1083013E-001, 1.2673744E-003
 1.3735455E+002, 2.6382251E+002, 1.1076547E-001, 1.2682216E-003
 1.3754118E+002, 2.6252239E+002, 1.1069548E-001, 1.2691386E-003
 1.3771207E+002, 2.6120493E+002, 1.1065723E-001, 1.2696397E-003
 1.3791575E+002, 2.5975632E+002, 1.1066839E-001, 1.2694935E-003
 1.3806267E+002, 2.5827680E+002, 1.1072004E-001, 1.2688169E-003
 1.3825366E+002, 2.5663219E+002, 1.1077995E-001, 1.2680319E-003
 1.3845567E+002, 2.5483822E+002, 1.1068586E-001, 1.2692646E-003
 1.3862132E+002, 2.5352787E+002, 1.1038467E-001, 1.2732105E-003
 1.3879909E+002, 2.5266799E+002, 1.0998196E-001, 1.2784865E-003
 1.3896253E+002, 2.5221870E+002, 1.0971143E-001, 1.2820307E-003
 1.3914894E+002, 2.5142824E+002, 1.0974656E-001, 1.2815702E-003
 1.3932529E+002, 2.5010274E+002, 1.0999049E-001, 1.2783742E-003
 1.3952376E+002, 2.4837822E+002, 1.1028358E-001, 1.2745340E-003
 1.3969390E+002, 2.4643907E+002, 1.1057053E-001, 1.2707743E-003
 1.3989283E+002, 2.4448799E+002, 1.1083204E-001, 1.2673480E-003
 1.4007219E+002, 2.4266686E+002, 1.1104443E-001, 1.2645651E-003
 1.4023792E+002, 2.4077947E+002, 1.1125878E-001, 1.2617567E-003
 1.4041248E+002, 2.3831512E+002, 1.1151213E-001, 1.2584374E-003
 1.4061252E+002, 2.3518695E+002, 1.1174572E-001, 1.2553767E-003
 1.4078149E+002, 2.3258990E+002, 1.1187947E-001, 1.2536239E-003
 1.4095468E+002, 2.3076520E+002, 1.1191755E-001, 1.2531244E-003
 1.4114055E+002, 2.2892922E+002, 1.1182500E-001, 1.2543361E-003
 1.4130550E+002, 2.2714396E+002, 1.1158742E-001, 1.2574472E-003
 1.4151582E+002, 2.2535131E+002, 1.1119391E-001, 1.2625980E-003
 1.4169035E+002, 2.2425433E+002, 1.1068165E-001, 1.2692991E-003
 1.4184794E+002, 2.2412222E+002, 1.1031452E-001, 1.2740857E-003
 1.4204329E+002, 2.2390169E+002, 1.1022220E-001, 1.2752405E-003
 1.4224793E+002, 2.2302840E+002, 1.1041327E-001, 1.2726300E-003
 1.4240141E+002, 2.2100625E+002, 1.1075505E-001, 1.2679928E-003
 1.4259187E+002, 2.1875749E+002, 1.1105382E-001, 1.2636908E-003
 1.4276813E+002, 2.1643792E+002, 1.1128113E-001, 1.2592635E-003
 1.4294881E+002, 2.1420418E+002, 1.1140417E-001, 1.2545846E-003
 1.4314270E+002, 2.1196227E+002, 1.1145135E-001, 1.2492511E-003
 1.4330266E+002, 2.1030770E+002, 1.1146393E-001, 1.2448179E-003
 1.4346262E+002, 2.0935808E+002, 1.1147229E-001, 1.2419992E-003
 1.4366188E+002, 2.0885678E+002, 1.1151823E-001, 1.2399968E-003
 1.4384710E+002, 2.0883485E+002, 1.1154211E-001, 1.2391508E-003
 1.4403232E+002, 2.0919851E+002, 1.1151993E-001, 1.2392852E-003
 1.4421754E+002, 2.0980041E+002, 1.1143814E-001, 1.2404726E-003
 1.4440276E+002, 2.1037003E+002, 1.1135521E-001, 1.2413288E-003
 1.4454168E+002, 2.1088548E+002, 1.1127350E-001, 1.2415808E-003
 1.4472690E+002, 2.1158715E+002, 1.1116753E-001, 1.2418828E-003
 1.4491212E+002, 2.1239695E+002, 1.1108788E-001, 1.2430481E-003
 1.4509734E+002, 2.1276821E+002, 1.1110954E-001, 1.2447076E-003
 1.4529183E+002, 2.1273123E+002, 1.1121320E-001, 1.2466826E-003
 1.4544463E+002, 2.1228914E+002, 1.1132240E-001, 1.2480147E-003
 1.4564264E+002, 2.1123601E+002, 1.1139800E-001, 1.2480710E-003
 1.4582346E+002, 2.0978504E+002, 1.1141607E-001, 1.2474117E-003
 1.4600879E+002, 2.0834639E+002, 1.1139701E-001, 1.2466835E-003
 1.4620768E+002, 2.0696011E+002, 1.1137496E-001, 1.2457239E-003
 1.4635685E+002, 2.0577275E+002, 1.1134976E-001, 1.2445811E-003
 1.4655575E+002, 2.0458821E+002, 1.1131860E-001, 1.2431743E-003
 1.4670492E+002, 2.0336792E+002, 1.1128342E-001, 1.2417553E-003
 1.4690381E+002, 2.0212496E+002, 1.1125556E-001, 1.2403863E-003
 1.4710271E+002, 2.0073544E+002, 1.1121658E-001, 1.2394417E-003
 1.4725188E+002, 1.9957465E+002, 1.1116649E-001, 1.2395008E-003
 1.4743187E+002, 1.9847300E+002, 1.1109723E-001, 1.2404466E-003
 1.4762294E+002, 1.9676854E+002, 1.1098223E-001, 1.2424170E-003
 1.4781401E+002, 1.9413054E+002, 1.1082835E-001, 1.2458910E-003
 1.4800508E+002, 1.9060141E+002, 1.1074588E-001, 1.2490442E-003
 1.4815794E+002, 1.8726379E+002, 1.1067397E-001, 1.2501567E-003
 1.4836812E+002, 1.8440294E+002, 1.1059665E-001, 1.2498282E-003
 1.4852028E+002, 1.8284118E+002, 1.1057498E-001, 1.2494021E-003
 1.4871328E+002, 1.8227277E+002, 1.1058220E-001, 1.2498796E-003
 1.4888825E+002, 1.8203852E+002, 1.1059967E-001, 1.2504915E-003
 1.4906322E+002, 1.8204686E+002, 1.1064908E-001, 1.2502496E-003
 1.4923819E+002, 1.8226217E+002, 1.1075954E-001, 1.2487114E-003
 1.4943000E+002, 1.8273614E+002, 1.1090707E-001, 1.2472427E-003
 1.4960671E+002, 1.8319154E+002, 1.1104580E-001, 1.2476826E-003
 1.4979017E+002, 1.8335457E+002, 1.1110245E-001, 1.2502569E-003
 1.4996642E+002, 1.8321866E+002, 1.1111117E-001, 1.2533440E-003
 1.5012241E+002, 1.8300655E+002, 1.1113806E-001, 1.2561865E-003
 1.5032518E+002, 1.8270370E+002, 1.1113984E-001, 1.2587343E-003
 1.5051527E+002, 1.8223163E+002, 1.1109476E-001, 1.2608923E-003
 1.5071138E+002, 1.8157322E+002, 1.1101769E-001, 1.2624219E-003
 1.5087656E+002, 1.8077835E+002, 1.1093662E-001, 1.2635447E-003
 1.5104173E+002, 1.7998004E+002, 1.1088227E-001, 1.2641608E-003
 1.5120690E+002, 1.7912673E+002, 1.1084702E-001, 1.2643662E-003
 1.5143263E+002, 1.7799413E+002, 1.1081242E-001, 1.2641332E-003
 1.5161432E+002, 1.7665380E+002, 1.1071092E-001, 1.2623508E-003
 1.5179601E+002, 1.7494423E+002, 1.1034648E-001, 1.2575433E-003
 1.5195188E+002, 1.7292985E+002, 1.0976616E-001, 1.2510558E-003
 1.5210776E+002, 1.7065574E+002, 1.0898511E-001, 1.2431629E-003
 1.5231560E+002, 1.6769994E+002, 1.0785642E-001, 1.2324583E-003
 1.5250533E+002, 1.6463424E+002, 1.0669275E-001, 1.2216435E-003
 1.5264311E+002, 1.6275022E+002, 1.0603428E-001, 1.2152817E-003
 1.5282681E+002, 1.6170593E+002, 1.0572703E-001, 1.2123681E-003
 1.5301510E+002, 1.6114557E+002, 1.0566045E-001, 1.2117660E-003
 1.5323233E+002, 1.6097546E+002, 1.0575528E-001, 1.2126622E-003
 1.5339904E+002, 1.6111608E+002, 1.0604467E-001, 1.2157611E-003
 1.5356574E+002, 1.6154212E+002, 1.0650917E-001, 1.2215103E-003
 1.5372411E+002, 1.6218844E+002, 1.0725129E-001, 1.2306431E-003
 1.5391301E+002, 1.6276174E+002, 1.0815524E-001, 1.2430867E-003
 1.5411608E+002, 1.6306430E+002, 1.0898140E-001, 1.2557620E-003
 1.5427192E+002, 1.6305751E+002, 1.0943642E-001, 1.2634193E-003
 1.5444335E+002, 1.6294647E+002, 1.0963803E-001, 1.2668910E-003
 1.5467191E+002, 1.6272922E+002, 1.0971575E-001, 1.2683085E-003
 1.5484334E+002, 1.6240966E+002, 1.0969668E-001, 1.2681660E-003
 1.5499353E+002, 1.6210983E+002, 1.0967464E-001, 1.2677804E-003
 1.5519377E+002, 1.6141113E+002, 1.0954241E-001, 1.2661891E-003
 1.5534396E+002, 1.6036680E+002, 1.0923334E-001, 1.2624206E-003
 1.5554420E+002, 1.5918723E+002, 1.0885818E-001, 1.2576580E-003
 1.5570440E+002, 1.5787000E+002, 1.0842111E-001, 1.2521541E-003
 1.5592467E+002, 1.5671046E+002, 1.0799005E-001, 1.2465613E-003
 1.5608988E+002, 1.5610140E+002, 1.0775807E-001, 1.2435597E-003
 1.5625508E+002, 1.5608357E+002, 1.0776808E-001, 1.2452860E-003
 1.5642028E+002, 1.5641533E+002, 1.0792457E-001, 1.2517543E-003
 1.5664055E+002, 1.5671238E+002, 1.0800222E-001, 1.2641072E-003
 1.5680576E+002, 1.5685146E+002, 1.0794206E-001, 1.2769673E-003
 1.5697096E+002, 1.5696402E+002, 1.0789070E-001, 1.2853270E-003
 1.5714167E+002, 1.5699965E+002, 1.0785695E-001, 1.2901119E-003
 1.5732339E+002, 1.5682671E+002, 1.0783829E-001, 1.2917402E-003
 1.5750512E+002, 1.5631725E+002, 1.0784043E-001, 1.2922138E-003
 1.5771570E+002, 1.5498943E+002, 1.0788093E-001, 1.2916500E-003
 1.5786570E+002, 1.5287449E+002, 1.0785426E-001, 1.2887841E-003
 1.5808071E+002, 1.4997990E+002, 1.0765583E-001, 1.2840207E-003
 1.5824572E+002, 1.4710996E+002, 1.0724858E-001, 1.2776540E-003
 1.5841072E+002, 1.4509011E+002, 1.0687333E-001, 1.2724500E-003
 1.5863073E+002, 1.4358501E+002, 1.0657890E-001, 1.2685232E-003
 1.5880124E+002, 1.4276931E+002, 1.0648206E-001, 1.2671060E-003
 1.5898275E+002, 1.4247590E+002, 1.0660147E-001, 1.2684084E-003
 1.5916425E+002, 1.4236009E+002, 1.0681882E-001, 1.2707865E-003
 1.5934576E+002, 1.4244149E+002, 1.0712048E-001, 1.2742017E-003
 1.5951882E+002, 1.4277262E+002, 1.0741708E-001, 1.2775470E-003
 1.5967499E+002, 1.4335763E+002, 1.0765659E-001, 1.2809259E-003
 1.5989363E+002, 1.4410454E+002, 1.0787062E-001, 1.2843952E-003
 1.6006542E+002, 1.4471583E+002, 1.0802624E-001, 1.2867400E-003
 1.6023721E+002, 1.4503445E+002, 1.0811025E-001, 1.2876970E-003
 1.6038384E+002, 1.4511607E+002, 1.0815159E-001, 1.2881570E-003
 1.6056122E+002, 1.4506452E+002, 1.0817285E-001, 1.2883181E-003
 1.6078170E+002, 1.4454057E+002, 1.0821896E-001, 1.2876683E-003
 1.6095877E+002, 1.4334283E+002, 1.0827453E-001, 1.2857680E-003
 1.6111613E+002, 1.4184670E+002, 1.0830476E-001, 1.2829666E-003
 1.6131281E+002, 1.4013620E+002, 1.0831749E-001, 1.2791093E-003
 1.6146032E+002, 1.3862960E+002, 1.0823759E-001, 1.2752803E-003
 1.6168749E+002, 1.3709687E+002, 1.0797007E-001, 1.2711106E-003
 1.6186598E+002, 1.3567341E+002, 1.0763314E-001, 1.2668535E-003
 1.6204447E+002, 1.3495453E+002, 1.0744178E-001, 1.2646917E-003
 1.6222296E+002, 1.3476374E+002, 1.0737529E-001, 1.2641312E-003
 1.6240144E+002, 1.3502148E+002, 1.0741124E-001, 1.2647853E-003
 1.6257993E+002, 1.3542065E+002, 1.0744699E-001, 1.2654418E-003
 1.6275842E+002, 1.3556566E+002, 1.0739021E-001, 1.2650294E-003
 1.6293691E+002, 1.3520068E+002, 1.0720272E-001, 1.2631852E-003
 1.6311540E+002, 1.3406888E+002, 1.0678483E-001, 1.2592690E-003
 1.6329389E+002, 1.3238700E+002, 1.0636815E-001, 1.2568892E-003
 1.6347238E+002, 1.3097375E+002, 1.0615532E-001, 1.2581567E-003
 1.6365086E+002, 1.3009811E+002, 1.0612330E-001, 1.2606729E-003
 1.6382935E+002, 1.2973246E+002, 1.0620666E-001, 1.2624783E-003
 1.6400784E+002, 1.2975384E+002, 1.0634258E-001, 1.2642210E-003
 1.6418633E+002, 1.2990737E+002, 1.0649386E-001, 1.2656525E-003
 1.6436482E+002, 1.2995779E+002, 1.0661478E-001, 1.2662957E-003
 1.6454331E+002, 1.2994478E+002, 1.0668468E-001, 1.2665967E-003
 1.6472179E+002, 1.2986727E+002, 1.0672248E-001, 1.2667355E-003
 1.6490028E+002, 1.2972506E+002, 1.0674402E-001, 1.2666728E-003
 1.6507877E+002, 1.2952104E+002, 1.0676620E-001, 1.2667318E-003
 1.6525726E+002, 1.2927145E+002, 1.0682298E-001, 1.2673361E-003
 1.6543575E+002, 1.2898765E+002, 1.0687602E-001, 1.2679323E-003
 1.6561424E+002, 1.2867307E+002, 1.0689172E-001, 1.2680717E-003
 1.6579272E+002, 1.2838007E+002, 1.0687177E-001, 1.2678253E-003
 1.6597121E+002, 1.2815210E+002, 1.0683793E-001, 1.2674187E-003
 1.6619104E+002, 1.2793197E+002, 1.0678357E-001, 1.2667455E-003
 1.6635137E+002, 1.2773169E+002, 1.0671809E-001, 1.2660871E-003
 1.6651170E+002, 1.2757155E+002, 1.0666648E-001, 1.2655334E-003
 1.6668806E+002, 1.2740806E+002, 1.0663085E-001, 1.2649432E-003
 1.6686442E+002, 1.2724596E+002, 1.0661425E-001, 1.2644403E-003
 1.6704078E+002, 1.2707762E+002, 1.0661306E-001, 1.2640690E-003
 1.6727593E+002, 1.2685350E+002, 1.0662125E-001, 1.2637608E-003
 1.6745229E+002, 1.2658785E+002, 1.0663113E-001, 1.2635374E-003
 1.6762865E+002, 1.2633057E+002, 1.0663981E-001, 1.2634511E-003
 1.6780502E+002, 1.2604678E+002, 1.0664571E-001, 1.2634393E-003
 1.6798138E+002, 1.2572814E+002, 1.0664725E-001, 1.2634403E-003
 1.6815774E+002, 1.2536969E+002, 1.0664185E-001, 1.2633710E-003
 1.6833410E+002, 1.2496075E+002, 1.0662150E-001, 1.2631157E-003
 1.6851046E+002, 1.2447325E+002, 1.0658351E-001, 1.2626483E-003
 1.6868683E+002, 1.2392328E+002, 1.0653670E-001, 1.2620897E-003
 1.6886319E+002, 1.2333167E+002, 1.0647695E-001, 1.2614218E-003
 1.6905719E+002, 1.2269653E+002, 1.0639113E-001, 1.2604194E-003
 1.6925118E+002, 1.2208921E+002, 1.0630298E-001, 1.2592801E-003
 1.6938052E+002, 1.2163971E+002, 1.0625763E-001, 1.2586051E-003
 1.6956751E+002, 1.2125072E+002, 1.0626224E-001, 1.2584116E-003
 1.6974048E+002, 1.2082518E+002, 1.0631325E-001, 1.2587122E-003
 1.6997111E+002, 1.2034267E+002, 1.0642030E-001, 1.2595974E-003
 1.7014408E+002, 1.1985591E+002, 1.0655752E-001, 1.2608445E-003
 1.7031705E+002, 1.1936111E+002, 1.0667566E-001, 1.2622253E-003
 1.7049003E+002, 1.1877965E+002, 1.0678925E-001, 1.2635973E-003
 1.7066300E+002, 1.1817913E+002, 1.0690148E-001, 1.2650418E-003
 1.7085327E+002, 1.1763390E+002, 1.0702762E-001, 1.2667106E-003
 1.7104354E+002, 1.1725982E+002, 1.0716660E-001, 1.2686052E-003
 1.7122589E+002, 1.1706433E+002, 1.0728336E-001, 1.2703678E-003
 1.7139239E+002, 1.1696140E+002, 1.0736630E-001, 1.2715206E-003
 1.7155889E+002, 1.1688747E+002, 1.0741638E-001, 1.2721558E-003
 1.7175232E+002, 1.1685242E+002, 1.0745465E-001, 1.2725745E-003
 1.7191239E+002, 1.1683926E+002, 1.0747663E-001, 1.2728363E-003
 1.7208793E+002, 1.1681047E+002, 1.0747906E-001, 1.2728582E-003
 1.7226348E+002, 1.1669718E+002, 1.0746785E-001, 1.2727003E-003
 1.7249753E+002, 1.1645105E+002, 1.0746547E-001, 1.2726306E-003
 1.7262626E+002, 1.1620520E+002, 1.0748886E-001, 1.2727665E-003
 1.7281936E+002, 1.1601223E+002, 1.0752360E-001, 1.2730987E-003
 1.7301245E+002, 1.1570527E+002, 1.0757117E-001, 1.2735566E-003
 1.7318205E+002, 1.1533730E+002, 1.0763215E-001, 1.2739158E-003
 1.7335730E+002, 1.1496931E+002, 1.0769069E-001, 1.2743085E-003
 1.7354385E+002, 1.1455952E+002, 1.0774743E-001, 1.2746918E-003
 1.7373041E+002, 1.1411176E+002, 1.0778911E-001, 1.2748796E-003
 1.7391696E+002, 1.1366133E+002, 1.0781456E-001, 1.2748981E-003
 1.7410352E+002, 1.1324587E+002, 1.0783384E-001, 1.2748000E-003
 1.7429007E+002, 1.1287262E+002, 1.0784737E-001, 1.2746364E-003
 1.7447663E+002, 1.1254759E+002, 1.0785360E-001, 1.2743886E-003
 1.7460099E+002, 1.1229715E+002, 1.0784893E-001, 1.2741087E-003
 1.7480621E+002, 1.1204222E+002, 1.0782661E-001, 1.2736574E-003
 1.7501142E+002, 1.1174631E+002, 1.0778105E-001, 1.2730171E-003
 1.7514822E+002, 1.1150689E+002, 1.0773006E-001, 1.2724409E-003
 1.7535343E+002, 1.1126917E+002, 1.0766675E-001, 1.2718098E-003
 1.7555864E+002, 1.1098635E+002, 1.0758162E-001, 1.2709574E-003
 1.7569545E+002, 1.1074713E+002, 1.0750780E-001, 1.2701806E-003
 1.7590066E+002, 1.1049509E+002, 1.0743979E-001, 1.2693679E-003
 1.7610587E+002, 1.1018781E+002, 1.0737449E-001, 1.2682554E-003
 1.7624268E+002, 1.0991341E+002, 1.0731230E-001, 1.2671314E-003
 1.7644789E+002, 1.0936259E+002, 1.0716778E-001, 1.2647508E-003
 1.7658469E+002, 1.0788674E+002, 1.0656766E-001, 1.2557807E-003
 1.7680660E+002, 1.0462930E+002, 1.0476198E-001, 1.2309419E-003
 1.7698412E+002, 9.9627832E+001, 1.0144144E-001, 1.1874239E-003
 1.7716719E+002, 9.6260755E+001, 9.9020797E-002, 1.1562625E-003
 1.7736247E+002, 9.5021200E+001, 9.8138470E-002, 1.1448192E-003
 1.7749672E+002, 9.5882377E+001, 9.8802372E-002, 1.1523624E-003
 1.7769810E+002, 9.8789172E+001, 1.0108260E-001, 1.1798377E-003
 1.7789948E+002, 1.0190941E+002, 1.0384051E-001, 1.2123760E-003
 1.7803373E+002, 1.0317357E+002, 1.0513206E-001, 1.2273976E-003
 1.7823511E+002, 1.0361508E+002, 1.0574385E-001, 1.2334933E-003
 1.7843649E+002, 1.0355696E+002, 1.0615134E-001, 1.2367478E-003
 1.7857074E+002, 1.0324302E+002, 1.0636125E-001, 1.2375037E-003
 1.7876201E+002, 1.0292296E+002, 1.0651797E-001, 1.2376341E-003
 1.7893308E+002, 1.0261546E+002, 1.0657003E-001, 1.2373209E-003
 1.7910986E+002, 1.0225011E+002, 1.0647922E-001, 1.2359570E-003
 1.7929804E+002, 1.0174781E+002, 1.0626453E-001, 1.2335398E-003
 1.7948621E+002, 1.0115829E+002, 1.0598417E-001, 1.2306492E-003
 1.7967439E+002, 1.0056192E+002, 1.0573495E-001, 1.2281962E-003
 1.7984198E+002, 1.0004085E+002, 1.0558154E-001, 1.2269422E-003
 1.8000000E+002, 9.9576347E+001, 1.0548656E-001, 1.2266077E-003
